A,B,C,D,E,outcome
1.9790067543092191,-35.291983057984375,0.5214570082643425,-0.4636763284156712,-0.128485112185079,0
9.517352140825029,-30.414816567733006,2.0690476195365535,2.074441965575712,-4.51480821935144,0
-30.045410247648352,42.04944764258654,6.145477571231444,0.3459460552769573,1.6030648329940844,1
-39.33598172708973,21.846115837659404,2.3453165505740388,-0.8200143492121637,2.5050576637599025,0
-51.97065280908071,-8.012554679162573,-1.1799798802381918,-2.4732229838376116,-0.48630967299763755,1
-42.62588389631418,-5.22764250482868,-5.162499752788945,-3.6075160796771546,1.8233248285950139,1
-36.9016679402271,-38.693408659974075,2.4189170261781037,1.1909202082067931,0.28325017482221193,1
-6.6467951161484455,-81.8772036125203,3.5951117869427054,5.729950565958454,0.3302427072737976,0
20.8309780304285,-32.34793305108089,0.3177950920452326,3.5231042616572426,-2.5530041971574207,1
-82.60902336722636,55.25422010490961,-4.878719477273115,-4.804593778505212,-1.6418822144454024,1
13.196962352742323,34.17396653175373,19.096446513910678,-9.7273154388961,-4.936553450392142,0
-26.393338339929198,-41.59962144556058,4.126106189668826,-1.7947714071413574,-1.7878344428395356,0
-87.57355382153825,36.97210861573283,-6.179163421780539,-10.29949031513094,2.3350765052290106,1
-42.073272935944594,-15.020683673078624,-3.3220807202031626,11.85374149083436,0.06422195017651275,1
-119.49175599717191,88.02536358746589,-9.63710477044071,-22.385950459605485,3.2378615524484538,0
23.78957694239584,-34.14063706297357,10.241142940373257,1.9862580889654071,-4.262738643648263,0
15.64255765109132,128.10687268008516,28.164632308799252,30.69439333142732,8.91844483446226,1
-31.70616315383009,-44.81118849362562,2.910305420594995,-1.916005786064387,0.7551550489345259,0
-72.37930713458124,29.91281600599071,-5.963753468458989,-4.513285080959486,0.37429918098068793,0
41.09162309143047,26.02660278999989,-18.75795653803677,9.163137656608475,-0.39210223573472003,1
-0.6527999344279901,2.6107347169046413,10.787254969370922,-3.5732174575656543,-5.298218634257503,0
121.37543841594083,14.562595357885032,-25.08609823998543,-2.365170393546214,-2.6374326294988686,1
-49.39497044116922,-32.6682672800536,-0.731870151691761,0.6313681730071613,4.327223019570344,1
35.18119359366891,-47.06754027098002,-1.9042021074145292,-0.5880817093196656,2.1761477260062927,0
86.16320592514201,-32.7818104371574,-35.71042762631248,-2.7920741149360233,2.2122166487521424,1
12.570389361650033,-2.0809111198672245,-0.5196652521156313,12.682787507709778,4.517997576517165,1
-4.6882601937892545,36.582951536640095,14.675118662455922,2.827072178941161,1.6623189905522031,0
162.70693236176376,188.43718365671765,-50.128583841067694,25.17570469953903,5.250423819386272,1
-35.70738358869337,2.085189152722125,0.8556939917248555,-0.02172273537982237,0.2825660104591191,0
-101.6267880220311,66.11706034332633,-8.301620383897296,19.936376170654274,-3.2316842873536227,1
-7.044449976448553,-66.00810458644656,-7.426620641282144,1.3535518828937438,2.8722157710528586,0
-53.698735571105296,-18.33451292881174,-2.314290622400425,-5.525032760157858,2.234083517657302,1
71.74931007292247,154.62899000867213,-26.052121111306075,28.658732352119102,-1.6445768017345161,1
143.04657305060974,10.264883416497074,-25.771052405236556,-6.729469187706738,2.2012213696257104,0
-57.314129104872194,31.12503539716335,-1.4376001794433895,3.638824775387254,-2.2699131024699457,1
-49.79735966104327,-41.347798451977525,-1.9441036415795954,-1.5974131946551537,3.0313468168739055,0
18.655924160260437,-76.550920531841,-7.513094024353774,1.8626403326010954,2.0144891164086167,1
-70.08508767922574,40.828330016447566,-3.648116284149846,1.3776389228022718,-0.5815378796138423,1
-29.793562537932644,0.22655558902682754,1.5574329492051864,-3.5967727000960594,-1.6715999688012202,0
7.031294761275188,-49.48982897989233,6.690435874205582,3.2707194884232003,-1.8229959883988613,1
-80.74125821822348,53.307714183901226,-6.391504214064319,-4.607848206135989,-0.09681940567036641,1
40.889328747684125,-55.68130960180552,10.7055862535197,0.7169331970580815,-0.269235024034092,0
87.57103708309114,67.90649761047337,-18.948413866570316,-10.090056050301452,6.545827172498015,1
-30.77493490069774,-80.5751979202722,0.849364962958983,6.003217413549913,3.0903579037195374,0
45.23184945623185,-55.69679288458931,-4.901987759719931,-1.591664515133361,-0.9257449484935889,0
-38.05021223423038,-24.819173420406845,1.4858881226660001,1.083121670028682,-1.1628365615508056,1
-48.030953916560904,40.739447005801956,1.8089647669251672,-6.6324130477566205,-0.37667983961104623,1
6.8802783281731505,-69.22443671820398,5.212776633302778,1.062634301861094,-1.4451944182713958,0
15.524730619071034,21.057737619835503,21.996013741542257,-5.992091705658015,-18.59056047379037,1
33.52843412442048,-36.35672550074109,15.867428874351353,0.2334334685616015,-4.593014255969103,0
-36.39980245564916,-58.98269448415803,-0.5087122895333851,3.4621147356226736,2.3521650618718954,0
-55.415708228447166,-33.368036125181014,-2.74580847357373,-8.09852889935828,4.169241195588503,1
-9.011860255260045,-51.31605910177999,2.864451862949039,3.196770241953212,0.6672136063763207,0
23.070017599221988,-47.83575676476913,4.178358456202953,-0.4049044728482869,-3.6859322735517717,0
-45.0042643275705,-0.09457335834215175,0.8848727110387248,2.4848699797230847,-1.7352169137086917,1
-69.45311005018391,96.2186397518799,3.9959096052359135,22.368122155645185,0.8311148121042272,1
24.427357270166397,-31.664794507121,-0.2088526815079491,3.813461189550254,-4.0908260337237055,1
77.34288390774354,-10.87371803046807,10.997525347729747,-4.047320682258783,-12.385585260747238,0
-67.51758533915235,-3.6509624787106567,-2.7611297363673617,8.113172508714404,1.784622913594229,1
135.21180819982462,2.8125125736050767,15.232814233340468,-7.100454477167545,-15.364479312990774,1
-9.476179594063037,-20.91699601303963,3.6238902960399426,1.2517191799141232,-3.304360087346705,1
44.00190796765393,-7.292714480144001,2.7416556865881403,-3.19575921088756,-3.798820514384735,0
27.511752537834006,-30.882031603452052,1.5876039524919403,-0.1147400602823681,0.5027625488328559,1
81.70380638581601,-9.22051177263505,6.704095524782169,-4.899818666499733,-4.363284519152369,0
24.595825359801715,111.30099852549522,-39.996700352424305,29.913113416949788,-5.85949512627899,1
-36.7789721306791,-67.80462007991578,-0.3143073505839925,3.617560060690685,3.207488643410406,1
-57.533993469218736,31.82033960097273,-2.9606314550116433,-8.805927705808658,0.3072243152116361,0
-40.36353857459653,25.02322308758128,2.059641987741172,-1.669521618270576,0.3875032652953967,1
34.516360462097055,48.44762485168311,10.994092549182973,0.8585104861270911,-11.890205604432788,1
-60.006063949786096,69.41167327766897,6.58285438115544,-24.298369536284852,-2.4866862677988566,0
-85.87589759239285,34.915349255354975,-5.436137694085095,-15.595793001402342,2.512636585351504,1
10.840948251458753,-44.6338821997475,-3.7583949549109508,0.5296809068247824,-0.5687288807931438,0
-48.28680925172203,22.440929762925677,-6.059234392708699,-4.914673031668026,-0.04671872053753202,1
-50.89945925289424,44.67405108695941,-0.6472940147056584,-9.838882656329368,-2.8524076415005406,0
-61.68922213635117,33.16759564713558,-4.755554040802086,4.3511653380935185,0.8336271461859354,1
-48.46604101481343,-7.050568149613825,-1.1290672907897958,-7.941768693397585,0.5479935469055871,1
-1.6726558401960563,4.16233258355982,-4.718031732560942,-3.749410641061566,2.5135007249877788,0
1.6825840247242536,-28.566867469010003,4.867838498455909,-1.2299851093373104,-2.1654638915711155,0
8.464149442283636,-43.24834649836903,13.798412230387443,3.802050540815238,0.5172148668941132,0
25.423635417656126,-6.262687349337203,5.388637778097187,10.152757535427872,-7.630541453460685,1
-70.85184841932517,78.09224236005737,-1.7062869512142753,9.157486593229235,1.507506021636645,1
-19.238358912445744,-57.76690400206442,-0.6898129396574407,0.19364470131054592,1.4096147270534423,0
-68.53432177613463,13.167543723469217,-2.342805640806699,-10.458930290831116,0.9326677593481262,1
151.23475531288616,112.975950693107,-25.778925274160137,8.649841639999142,5.243442601619661,1
-37.32427793511034,-43.64655366289632,-0.9969167271750703,14.863676482401733,0.8342815227220588,1
-56.42445891419459,11.184312364939935,-0.9196043512150454,-6.506886865154566,2.0383677514335563,0
44.50617488115695,-23.10802720883252,7.880216934270841,5.7518844127130375,-1.0904490547387038,1
-38.07283106255613,-26.676827526673627,1.2357444393745622,1.2669965719521132,-0.9068710605892504,1
-17.919168347228826,-76.15294225587233,3.542797986635286,4.616550549776064,2.8087011743074215,1
-15.447995807561623,-63.79469209637297,-6.416770819604391,1.9198231194675563,2.971231532127546,1
7.522257361330429,-4.747351402655789,10.298586886608678,4.894696176879966,0.0639646346703652,0
-70.71103105068366,49.92412339984918,-12.852650865394867,5.288256847369597,-0.40223654172337714,1
-48.152714148813814,41.73721933589126,2.373077719431954,-6.926946042304347,3.009029991459035,1
45.053421959538284,-35.93553224356439,20.33578326152987,-3.39411633590527,-2.9810339422503636,0
56.36740196469661,28.754758390235963,-1.1060351759673712,12.517341186935086,3.6535018476709484,1
39.54418075897087,2.4682605420630255,20.89732334142593,-1.8898407224680862,0.9999370391502851,0
-33.85686189987237,41.15498017849032,6.920716662407778,-13.443127590493617,-5.386702360621502,1
44.764990950831375,-5.30059189623123,29.541407428796408,-3.498597725492111,-6.382800285161892,0
-46.821564121115074,10.640253769625794,-0.7525686145245244,-10.68176371581634,0.9647955358013387,0
64.97744048442652,-32.83232168141884,-4.116906803667494,0.8187172486839126,-4.559506602036175,1
-36.71445570455552,-9.586985960628445,-1.7556224096319146,0.929487995465525,-1.7641874212385324,1
-56.92184791119066,-19.49956934415316,-4.460268891716787,-2.8077629803273463,2.7545682183392857,1
